review_description,rating,Year,Month,Day,review_descriptiont,content_token,sentiment,stemmed,text_string
cepet banget proses invest nya i like it,5,2020,12,31,cepet banget proses invest nya i like it,"['cepet', 'banget', 'proses', 'invest', 'nya', 'i', 'like', 'it']",1,"['cepet', 'banget', 'proses', 'invest', 'nya', 'i', 'like', 'it']",cepet banget proses invest like
"mhn info untuk membeli emas di bareksa di klik sebelah mana ya,kok setelah data sy diverifikasi gak kelihatan jg.",4,2020,12,31,"mhn info untuk membeli emas di bareksa di klik sebelah mana ya,kok setelah data sy diverifikasi gak kelihatan jg.","['mhn', 'info', 'membeli', 'emas', 'klik', 'sebelah', 'ya', 'data', 'sy', 'diverifikasi', 'gak', 'jg']",1,"['mhn', 'info', 'beli', 'emas', 'klik', 'belah', 'ya', 'data', 'sy', 'verifikasi', 'gak', 'jg']",info beli emas klik belah data verifikasi
masih mencoba dan sejauh ini blm ada kendala,4,2021,1,1,masih mencoba dan sejauh ini blm ada kendala,"['mencoba', 'blm', 'kendala']",1,"['coba', 'blm', 'kendala']",coba kendala
mksih mudah bgt,4,2021,1,1,mksih mudah bgt,"['mksih', 'mudah', 'bgt']",1,"['mksih', 'mudah', 'bgt']",mksih mudah
"masa depan keuangan milenial ada di bareksa gak perlu bingung untuk menabung apalagi berinvestasi pokoknya terbaik dan terbukti terpercaya, terimakasih bareksa.",5,2021,1,1,"masa depan keuangan milenial ada di bareksa gak perlu bingung untuk menabung apalagi berinvestasi pokoknya terbaik dan terbukti terpercaya, terimakasih bareksa.","['keuangan', 'milenial', 'gak', 'bingung', 'menabung', 'berinvestasi', 'pokoknya', 'terbaik', 'terbukti', 'terpercaya', 'terimakasih']",1,"['uang', 'milenial', 'gak', 'bingung', 'tabung', 'investasi', 'pokok', 'baik', 'bukti', 'percaya', 'terimakasih']",uang milenial bingung tabung investasi pokok baik bukti percaya terimakasih
bales komen ku dong!!,5,2021,1,1,bales komen ku dong!!,"['bales', 'komen', 'ku']",1,"['bales', 'komen', 'ku']",bales komen
"login via fingerprint lama masuk nya, please fix",5,2021,1,1,"login via fingerprint lama masuk nya, please fix","['login', 'via', 'fingerprint', 'masuk', 'nya', 'please', 'fix']",1,"['login', 'via', 'fingerprint', 'masuk', 'nya', 'please', 'fix']",login fingerprint masuk please
"tampilannya udh mulai bagus, saran fiturnya dikembangkan lagi dan tampilanna lebih diperbagus lagi 😁😁😁 terima kasih",5,2021,1,1,"tampilannya udh mulai bagus, saran fiturnya dikembangkan lagi dan tampilanna lebih diperbagus lagi 😁😁😁 terima kasih","['tampilannya', 'udh', 'bagus', 'saran', 'fiturnya', 'dikembangkan', 'tampilanna', 'diperbagus', 'terima', 'kasih']",1,"['tampil', 'udh', 'bagus', 'saran', 'fiturnya', 'kembang', 'tampilanna', 'bagus', 'terima', 'kasih']",tampil bagus saran fiturnya kembang tampilanna bagus terima kasih
mantap... aplikasi yang pas buat investasi,5,2021,1,1,mantap... aplikasi yang pas buat investasi,"['mantap', 'aplikasi', 'pas', 'investasi']",1,"['mantap', 'aplikasi', 'pas', 'investasi']",mantap aplikasi investasi
"mohon kejelasannya ini saya udh beli reksadana dan udh 4 hari masih dalam proses pembeliannya, padahal pembayaranya udh done",1,2021,1,1,"mohon kejelasannya ini saya udh beli reksadana dan udh 4 hari masih dalam proses pembeliannya, padahal pembayaranya udh done","['mohon', 'kejelasannya', 'udh', 'beli', 'reksadana', 'udh', '4', 'proses', 'pembeliannya', 'pembayaranya', 'udh', 'done']",-1,"['mohon', 'jelas', 'udh', 'beli', 'reksadana', 'udh', '4', 'proses', 'beli', 'pembayaranya', 'udh', 'done']",mohon jelas beli reksadana proses beli pembayaranya done
kok daftar akun loadingnya lama bener?,3,2021,1,1,kok daftar akun loadingnya lama bener?,"['daftar', 'akun', 'loadingnya', 'bener']",0,"['daftar', 'akun', 'loadingnya', 'bener']",daftar akun loadingnya bener
waktu mau top up ud berkali kali gabisa. tulisannya jaringan terputus:( pdhl buka aplikasi lain jaringannya ga kenapa napa :(,2,2021,1,1,waktu mau top up ud berkali kali gabisa. tulisannya jaringan terputus:( pdhl buka aplikasi lain jaringannya ga kenapa napa :(,"['top', 'up', 'ud', 'berkali', 'kali', 'gabisa', 'tulisannya', 'jaringan', 'terputus', 'pdhl', 'buka', 'aplikasi', 'jaringannya', 'ga', 'napa']",-1,"['top', 'up', 'ud', 'kali', 'kali', 'gabisa', 'tulis', 'jaring', 'putus', 'pdhl', 'buka', 'aplikasi', 'jaring', 'ga', 'napa']",kali kali gabisa tulis jaring putus pdhl buka aplikasi jaring napa
"sekarang infestasi menjadi mudah,aman dn nyaman bersama bareksa",5,2021,1,2,"sekarang infestasi menjadi mudah,aman dn nyaman bersama bareksa","['infestasi', 'mudah', 'aman', 'dn', 'nyaman']",1,"['infestasi', 'mudah', 'aman', 'dn', 'nyaman']",infestasi mudah aman nyaman
"baru coba,,, bismillah mulai belajar investasi",4,2021,1,2,"baru coba,,, bismillah mulai belajar investasi","['coba', 'bismillah', 'belajar', 'investasi']",1,"['coba', 'bismillah', 'ajar', 'investasi']",coba bismillah ajar investasi
simple dan bermanfaat,5,2021,1,2,simple dan bermanfaat,"['simple', 'bermanfaat']",1,"['simple', 'manfaat']",simple manfaat
proses cepat ❤️,5,2021,1,3,proses cepat ❤️,"['proses', 'cepat']",1,"['proses', 'cepat']",proses cepat
berapa lama saya harus menunggu pendaftaran saya,3,2021,1,3,berapa lama saya harus menunggu pendaftaran saya,"['menunggu', 'pendaftaran']",0,"['tunggu', 'daftar']",tunggu daftar
uang berbunga-bunga,4,2021,1,3,uang berbunga-bunga,"['uang', 'berbunga', 'bunga']",1,"['uang', 'bunga', 'bunga']",uang bunga bunga
"ini kenapa,aku beli reksadana kok tulisan nya masih di proses mulu,udah seminggu lebih,kecewa",1,2021,1,3,"ini kenapa,aku beli reksadana kok tulisan nya masih di proses mulu,udah seminggu lebih,kecewa","['beli', 'reksadana', 'tulisan', 'nya', 'proses', 'mulu', 'udah', 'seminggu', 'kecewa']",-1,"['beli', 'reksadana', 'tulis', 'nya', 'proses', 'mulu', 'udah', 'minggu', 'kecewa']",beli reksadana tulis proses mulu udah minggu kecewa
menebarkan dan bangga senang bisa investing saham,5,2021,1,3,menebarkan dan bangga senang bisa investing saham,"['menebarkan', 'bangga', 'senang', 'investing', 'saham']",1,"['tebar', 'bangga', 'senang', 'investing', 'saham']",tebar bangga senang investing saham
"duit sudah masuk tapi dalam proses teruss, wahh, mulai aneh niih",1,2021,1,3,"duit sudah masuk tapi dalam proses teruss, wahh, mulai aneh niih","['duit', 'masuk', 'proses', 'teruss', 'wahh', 'aneh', 'niih']",-1,"['duit', 'masuk', 'proses', 'teruss', 'wahh', 'aneh', 'niih']",duit masuk proses teruss wahh aneh niih
"mencoba hal baru, bila bagus in sha allah rutin tiap bulan",5,2021,1,3,"mencoba hal baru, bila bagus in sha allah rutin tiap bulan","['mencoba', 'bagus', 'in', 'sha', 'allah', 'rutin']",1,"['coba', 'bagus', 'in', 'sha', 'allah', 'rutin']",coba bagus allah rutin
mantap.. tampilan produk investasi jauh lebih informative dr sebelumnya.,5,2021,1,3,mantap.. tampilan produk investasi jauh lebih informative dr sebelumnya.,"['mantap', 'tampilan', 'produk', 'investasi', 'informative', 'dr']",1,"['mantap', 'tampil', 'produk', 'investasi', 'informative', 'dr']",mantap tampil produk investasi informative
sya mau mengupdate bareksa gimana caranya ya,4,2021,1,4,sya mau mengupdate bareksa gimana caranya ya,"['sya', 'mengupdate', 'gimana', 'ya']",1,"['sya', 'mengupdate', 'gimana', 'ya']",mengupdate gimana
mudah dipahami,5,2021,1,4,mudah dipahami,"['mudah', 'dipahami']",1,"['mudah', 'paham']",mudah paham
sangat membantu dalam menabung,5,2021,1,4,sangat membantu dalam menabung,"['membantu', 'menabung']",1,"['bantu', 'tabung']",bantu tabung
"kenapa aplikasi ""koneksi terputus terus"" ? gak bisa ngapa2in..??? + sementara ini sdh lancar",4,2021,1,4,"kenapa aplikasi ""koneksi terputus terus"" ? gak bisa ngapa2in..??? + sementara ini sdh lancar","['aplikasi', 'koneksi', 'terputus', 'gak', 'ngapa2in', 'sdh', 'lancar']",1,"['aplikasi', 'koneksi', 'putus', 'gak', 'ngapa2in', 'sdh', 'lancar']",aplikasi koneksi putus ngapa2in lancar
baru belajar klu aja bs beli mobil pajero sport,5,2021,1,4,baru belajar klu aja bs beli mobil pajero sport,"['belajar', 'klu', 'aja', 'bs', 'beli', 'mobil', 'pajero', 'sport']",1,"['ajar', 'klu', 'aja', 'bs', 'beli', 'mobil', 'pajero', 'sport']",ajar beli mobil pajero sport
"servernya lagi gangguan ya, aplikasinya ga bisa di buka",2,2021,1,4,"servernya lagi gangguan ya, aplikasinya ga bisa di buka","['servernya', 'gangguan', 'ya', 'aplikasinya', 'ga', 'buka']",-1,"['servernya', 'ganggu', 'ya', 'aplikasi', 'ga', 'buka']",servernya ganggu aplikasi buka
bikin nabung jadi mudah,5,2021,1,4,bikin nabung jadi mudah,"['bikin', 'nabung', 'mudah']",1,"['bikin', 'nabung', 'mudah']",bikin nabung mudah
"saya sudah daftar berkali kali tapi kok gak ada respon ya ? udah ditunggu beberapa hari akunnya nggak aktif. just info, saya sudah terdaftar di bukareksa bukalapak..",5,2021,1,5,"saya sudah daftar berkali kali tapi kok gak ada respon ya ? udah ditunggu beberapa hari akunnya nggak aktif. just info, saya sudah terdaftar di bukareksa bukalapak..","['daftar', 'berkali', 'kali', 'gak', 'respon', 'ya', 'udah', 'ditunggu', 'akunnya', 'nggak', 'aktif', 'just', 'info', 'terdaftar', 'bukareksa', 'bukalapak']",1,"['daftar', 'kali', 'kali', 'gak', 'respon', 'ya', 'udah', 'tunggu', 'akun', 'nggak', 'aktif', 'just', 'info', 'daftar', 'bukareksa', 'bukalapak']",daftar kali kali respon udah tunggu akun nggak aktif just info daftar bukareksa bukalapak
selalu puas pake bareksa,5,2021,1,5,selalu puas pake bareksa,"['puas', 'pake']",1,"['puas', 'pake']",puas pake
lebih mudah menabung di bareksa ini. sangat membantu sekali. terimakasih.,5,2021,1,5,lebih mudah menabung di bareksa ini. sangat membantu sekali. terimakasih.,"['mudah', 'menabung', 'membantu', 'terimakasih']",1,"['mudah', 'tabung', 'bantu', 'terimakasih']",mudah tabung bantu terimakasih
apa ni gue udh beli unit dari tgl 31 desember 2020 sampai januari 5 2021 masih dalam proses gk kelar2 di keterangan maksimal 2 hari jam bursa ini dh lebih berapa hari.tolong di proses atau lakukan pengembalian uang saya,1,2021,1,5,apa ni gue udh beli unit dari tgl 31 desember 2020 sampai januari 5 2021 masih dalam proses gk kelar2 di keterangan maksimal 2 hari jam bursa ini dh lebih berapa hari.tolong di proses atau lakukan pengembalian uang saya,"['ni', 'gue', 'udh', 'beli', 'unit', 'tgl', '31', 'desember', '2020', 'januari', '5', '2021', 'proses', 'gk', 'kelar2', 'keterangan', 'maksimal', '2', 'jam', 'bursa', 'dh', 'tolong', 'proses', 'lakukan', 'pengembalian', 'uang']",-1,"['ni', 'gue', 'udh', 'beli', 'unit', 'tgl', '31', 'desember', '2020', 'januari', '5', '2021', 'proses', 'gk', 'kelar2', 'terang', 'maksimal', '2', 'jam', 'bursa', 'dh', 'tolong', 'proses', 'laku', 'kembali', 'uang']",beli unit desember 2020 januari 2021 proses kelar2 terang maksimal bursa tolong proses laku kembali uang
jelek buat investasi emasnya masih belum bisa beli terus harga jualnya turun terus,1,2021,1,5,jelek buat investasi emasnya masih belum bisa beli terus harga jualnya turun terus,"['jelek', 'investasi', 'emasnya', 'beli', 'harga', 'jualnya', 'turun']",-1,"['jelek', 'investasi', 'emas', 'beli', 'harga', 'jual', 'turun']",jelek investasi emas beli harga jual turun
aman dan cepat transaksinya,5,2021,1,5,aman dan cepat transaksinya,"['aman', 'cepat', 'transaksinya']",1,"['aman', 'cepat', 'transaksi']",aman cepat transaksi
baru belajar. mudah2an terus berkembang semakin baik.,5,2021,1,5,baru belajar. mudah2an terus berkembang semakin baik.,"['belajar', 'mudah2an', 'berkembang']",1,"['ajar', 'mudah2an', 'kembang']",ajar mudah2an kembang
mantap! salah satu aplikasi reksadana yang terbaik,5,2021,1,5,mantap! salah satu aplikasi reksadana yang terbaik,"['mantap', 'salah', 'aplikasi', 'reksadana', 'terbaik']",1,"['mantap', 'salah', 'aplikasi', 'reksadana', 'baik']",mantap salah aplikasi reksadana baik
hati hari reksadana satu ini lola.....saya transaksi 30 des....sampai tgl 05 januari masih proses...padahal bibit(reksadana lain) sdh naik 3%..... kecewa.....bintang 1 kebagusan nih,1,2021,1,5,hati hari reksadana satu ini lola.....saya transaksi 30 des....sampai tgl 05 januari masih proses...padahal bibit(reksadana lain) sdh naik 3%..... kecewa.....bintang 1 kebagusan nih,"['hati', 'reksadana', 'lola', 'transaksi', '30', 'des', 'tgl', '05', 'januari', 'proses', 'bibit', 'reksadana', 'sdh', '3', 'kecewa', 'bintang', '1', 'kebagusan', 'nih']",-1,"['hati', 'reksadana', 'lola', 'transaksi', '30', 'des', 'tgl', '05', 'januari', 'proses', 'bibit', 'reksadana', 'sdh', '3', 'kecewa', 'bintang', '1', 'bagus', 'nih']",hati reksadana lola transaksi januari proses bibit reksadana kecewa bintang bagus
sip lah,5,2021,1,5,sip lah,['sip'],1,['sip'],
udah 6 hari pembeliannya masih dalam proses aja.,1,2021,1,5,udah 6 hari pembeliannya masih dalam proses aja.,"['udah', '6', 'pembeliannya', 'proses', 'aja']",-1,"['udah', '6', 'beli', 'proses', 'aja']",udah beli proses
bagus aplikasi n baik untuk investasi,4,2021,1,5,bagus aplikasi n baik untuk investasi,"['bagus', 'aplikasi', 'n', 'investasi']",1,"['bagus', 'aplikasi', 'n', 'investasi']",bagus aplikasi investasi
"transaksi udah dr tanggal 30, sampe sekarang tgl 5 masih proses aja, heran! beli pas turun, ini mah udah naik lagi.",2,2021,1,5,"transaksi udah dr tanggal 30, sampe sekarang tgl 5 masih proses aja, heran! beli pas turun, ini mah udah naik lagi.","['transaksi', 'udah', 'dr', 'tanggal', '30', 'sampe', 'tgl', '5', 'proses', 'aja', 'heran', 'beli', 'pas', 'turun', 'mah', 'udah']",-1,"['transaksi', 'udah', 'dr', 'tanggal', '30', 'sampe', 'tgl', '5', 'proses', 'aja', 'heran', 'beli', 'pas', 'turun', 'mah', 'udah']",transaksi udah tanggal sampe proses heran beli turun udah
sangat puaas,5,2021,1,5,sangat puaas,['puaas'],1,['puaas'],puaas
lebih mudah memilih,5,2021,1,6,lebih mudah memilih,"['mudah', 'memilih']",1,"['mudah', 'pilih']",mudah pilih
mantap gan,4,2021,1,6,mantap gan,"['mantap', 'gan']",1,"['mantap', 'gan']",mantap
registrasi nya gk bikin ribet,5,2021,1,6,registrasi nya gk bikin ribet,"['registrasi', 'nya', 'gk', 'bikin', 'ribet']",1,"['registrasi', 'nya', 'gk', 'bikin', 'ribet']",registrasi bikin ribet
aku investor pemula mudah mudahan ini bisa dapat memberikan peluang buat saya 😀😀😀😀👍👍👍 aplikasi sangat bagus terimakasih......,5,2021,1,6,aku investor pemula mudah mudahan ini bisa dapat memberikan peluang buat saya 😀😀😀😀👍👍👍 aplikasi sangat bagus terimakasih......,"['investor', 'pemula', 'mudah', 'mudahan', 'peluang', 'aplikasi', 'bagus', 'terimakasih']",1,"['investor', 'mula', 'mudah', 'mudah', 'peluang', 'aplikasi', 'bagus', 'terimakasih']",investor mula mudah mudah peluang aplikasi bagus terimakasih
fiturnya lebih mudah sekarang dan informasi mudah diakses,5,2021,1,6,fiturnya lebih mudah sekarang dan informasi mudah diakses,"['fiturnya', 'mudah', 'informasi', 'mudah', 'diakses']",1,"['fiturnya', 'mudah', 'informasi', 'mudah', 'akses']",fiturnya mudah informasi mudah akses
mantab..,5,2021,1,6,mantab..,['mantab'],1,['mantab'],mantab
sangat mudah dan memberi imbal hasil yang yang baik,5,2021,1,6,sangat mudah dan memberi imbal hasil yang yang baik,"['mudah', 'imbal', 'hasil']",1,"['mudah', 'imbal', 'hasil']",mudah imbal hasil
"aplikasi mohon diperbaiki, mau daftar kok muncul nomornya nomor hp lama dan gk bisa diubah.",2,2021,1,6,"aplikasi mohon diperbaiki, mau daftar kok muncul nomornya nomor hp lama dan gk bisa diubah.","['aplikasi', 'mohon', 'diperbaiki', 'daftar', 'muncul', 'nomornya', 'nomor', 'hp', 'gk', 'diubah']",-1,"['aplikasi', 'mohon', 'baik', 'daftar', 'muncul', 'nomor', 'nomor', 'hp', 'gk', 'ubah']",aplikasi mohon baik daftar muncul nomor nomor ubah
katanya perivikasi 2x24jm lah ini mh udah 3 hari dari semejak download. sedangperivikasi mulu,1,2021,1,6,katanya perivikasi 2x24jm lah ini mh udah 3 hari dari semejak download. sedangperivikasi mulu,"['perivikasi', '2x24jm', 'mh', 'udah', '3', 'semejak', 'download', 'sedangperivikasi', 'mulu']",-1,"['perivikasi', '2x24jm', 'mh', 'udah', '3', 'semejak', 'download', 'sedangperivikasi', 'mulu']",perivikasi 2x24jm udah semejak download sedangperivikasi mulu
"untuk semuanya sudah baik, tapi jika di tambah lagi dengan fitur atur jual otomatis di akun bareksa, pasti investor akan lebih tenang dan tidak perlu kawatir lagi dalam berinvestasi.",3,2021,1,6,"untuk semuanya sudah baik, tapi jika di tambah lagi dengan fitur atur jual otomatis di akun bareksa, pasti investor akan lebih tenang dan tidak perlu kawatir lagi dalam berinvestasi.","['fitur', 'atur', 'jual', 'otomatis', 'akun', 'investor', 'tenang', 'kawatir', 'berinvestasi']",0,"['fitur', 'atur', 'jual', 'otomatis', 'akun', 'investor', 'tenang', 'kawatir', 'investasi']",fitur atur jual otomatis akun investor tenang kawatir investasi
masih dan tetap ok,5,2021,1,6,masih dan tetap ok,['ok'],1,['ok'],
fiturnya bagus dan mudah dimengerti,5,2021,1,7,fiturnya bagus dan mudah dimengerti,"['fiturnya', 'bagus', 'mudah', 'dimengerti']",1,"['fiturnya', 'bagus', 'mudah', 'erti']",fiturnya bagus mudah erti
mantap jiwa belajar berinvstasi dengan mudah di bareksa..,5,2021,1,7,mantap jiwa belajar berinvstasi dengan mudah di bareksa..,"['mantap', 'jiwa', 'belajar', 'berinvstasi', 'mudah']",1,"['mantap', 'jiwa', 'ajar', 'berinvstasi', 'mudah']",mantap jiwa ajar berinvstasi mudah
oke sipp,5,2021,1,7,oke sipp,"['oke', 'sipp']",1,"['oke', 'sipp']",sipp
"suka pake bareksa semuanya simpel dan praktis 
bisa nabung kapan aja",5,2021,1,7,"suka pake bareksa semuanya simpel dan praktis 
bisa nabung kapan aja","['suka', 'pake', 'simpel', 'praktis', 'nabung', 'aja']",1,"['suka', 'pake', 'simpel', 'praktis', 'nabung', 'aja']",suka pake simpel praktis nabung
"aplikasi ini bagus, bisa blajar tentang pasar uang jd kita bisa membangun aset",5,2021,1,7,"aplikasi ini bagus, bisa blajar tentang pasar uang jd kita bisa membangun aset","['aplikasi', 'bagus', 'blajar', 'pasar', 'uang', 'jd', 'membangun', 'aset']",1,"['aplikasi', 'bagus', 'blajar', 'pasar', 'uang', 'jd', 'bangun', 'aset']",aplikasi bagus blajar pasar uang bangun aset
baik..,4,2021,1,7,baik..,[],1,[],
kepda yth bareksa.tolong yg udh ikut aplikasi ini hati hati aja karena bareksa tdk tanggung jawab alias penipu....sy udh kena tipu sama bareksa........,1,2021,1,7,kepda yth bareksa.tolong yg udh ikut aplikasi ini hati hati aja karena bareksa tdk tanggung jawab alias penipu....sy udh kena tipu sama bareksa........,"['kepda', 'yth', 'tolong', 'yg', 'udh', 'aplikasi', 'hati', 'hati', 'aja', 'tdk', 'tanggung', 'alias', 'penipu', 'sy', 'udh', 'kena', 'tipu']",-1,"['kepda', 'yth', 'tolong', 'yg', 'udh', 'aplikasi', 'hati', 'hati', 'aja', 'tdk', 'tanggung', 'alias', 'tipu', 'sy', 'udh', 'kena', 'tipu']",kepda tolong aplikasi hati hati tanggung alias tipu kena tipu
langkah yang mudah dan murah untuk berinvestasi,5,2021,1,7,langkah yang mudah dan murah untuk berinvestasi,"['langkah', 'mudah', 'murah', 'berinvestasi']",1,"['langkah', 'mudah', 'murah', 'investasi']",langkah mudah murah investasi
aplikasi cepat mantap,5,2021,1,7,aplikasi cepat mantap,"['aplikasi', 'cepat', 'mantap']",1,"['aplikasi', 'cepat', 'mantap']",aplikasi cepat mantap
good aperd yg pernah ada di indonesia,5,2021,1,7,good aperd yg pernah ada di indonesia,"['good', 'aperd', 'yg', 'indonesia']",1,"['good', 'aperd', 'yg', 'indonesia']",good aperd indonesia
